Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
6146228,"L'usage Des Armes","Iain M. Banks","Banks, Iain M.","",="2221071697",="9782221071694",4,"4.15","R. Laffont",,"412",1992,1990,,2010/10/09,"maison, science-fiction","maison (#465), science-fiction (#445)","read",,"",,,,,0,,,,,
1979433,"La Cité Des Robots D'isaac Asimov","Michael P. Kube-McDowell","Kube-McDowell, Michael P.","Mike McQuay, Isaac Asimov",="2277225738",="9782277225737",4,"3.40","Éd. J'ai lu",,"462",1989,1989,,2010/10/09,"science-fiction, maison","science-fiction (#306), maison (#183)","read",,"",,,,,0,,,,,
9482625,"Cybione - 4 - L'Oeil du Spad ","Ayerdhal","Ayerdhal, Ayerdhal","",="2290319244",="9782290319246",5,"4.75","","","189",,2004,,2010/10/09,"science-fiction, maison","science-fiction (#301), maison (#12)","read",,"",,,,,0,,,,,
6439236,"Cybione, Tome 3:  Keelsom, Jahnaïc","Unknown Author 237","237, Unknown Author","",="2290311820",="9782290311820",5,"5.00","J'ai lu","Mass Market Paperback","190",2001,2001,,2010/10/09,"science-fiction, maison","science-fiction (#300), maison (#11)","read",,"",,,,,0,,,,,
8645674,"Cybione - 2 - Polytran","Ayerdhal","Ayerdhal, Ayerdhal","",="2290336548",="9782290336540",5,"4.75","","","",,2004,,2010/10/09,"science-fiction, maison","science-fiction (#299), maison (#10)","read",,"",,,,,0,,,,,
6439235,"Cybione","Ayerdhal","Ayerdhal, Ayerdhal","",="2290301876",="9782290301876",5,"4.29","Éd. J'ai lu",,"190",2000,1992,,2010/10/09,"science-fiction, maison","science-fiction (#298), maison (#49)","read",,"",,,,,0,,,,,
820,"Golgotha (Cryptonomicon, #3)","Neal Stephenson","Stephenson, Neal","",="2228894699",="9782228894692",0,"4.03","Payot","Paperback","",2001,2001,,2010/10/09,"to-read","to-read (#1)","to-read",,"",,,,,0,,,,,
821,"Le Réseau Kinakuta (Cryptonomicon, #2)","Neal Stephenson","Stephenson, Neal","",="2228894168",="9782228894166",5,"4.00","Payot","Paperback","418",2001,2001,,2010/10/09,"science-fiction, maison","science-fiction (#297), maison (#48)","read",,"",,,,,0,,,,,
1319169,"Artefacts","Nancy Kress","Kress, Nancy","",="2266128175",="9782266128179",5,"3.52","","Mass Market Paperback","",,2001,,2010/10/09,"science-fiction, maison","science-fiction (#287), maison (#135)","read","","",,,,,0,,,,,
1393104,"Toi, L'immortel","Roger Zelazny","Zelazny, Roger","",="2207301672",="9782207301678",0,"3.89","Denoël (Paris)",,"219",1987,1966,,2010/10/09,"to-check, science-fiction, maison","to-check (#217), science-fiction (#286), maison (#387)","to-check",,"",,,,,0,,,,,
1393101,"Seigneur de Lumière","Roger Zelazny","Zelazny, Roger","",="2207249212",="9782207249215",0,"4.08","Denoël","Paperback","314",1999,1967,,2010/10/09,"to-check, science-fiction, maison","to-check (#216), science-fiction (#285), maison (#386)","to-check",,"",,,,,0,,,,,
1117641,"L'île Des Morts","Roger Zelazny","Zelazny, Roger","",="2290309508",="9782290309506",4,"3.82",,,"",,1969,,2010/10/09,"science-fiction, maison","science-fiction (#284), maison (#182)","read",,"",,,,,0,,,,,
617236,"Engrenages","Roger Zelazny","Zelazny, Roger","Fred Saberhagen",="2070424049",="9782070424047",5,"3.31",,,"",,1982,,2010/10/09,"science-fiction, maison","science-fiction (#283), maison (#46)","read",,"",,,,,0,,,,,
7904735,"Baleinier De La Nuit ; Le Dernier Yggdrasill","Robert Franklin Young","Young, Robert Franklin","Françoise Maillet",="2720101869",="9782720101861",0,"3.50","Nouvelles éditions OPTA",,"449",1984,1984,,2010/10/09,"to-check, science-fiction, maison","to-check (#215), science-fiction (#282), maison (#385)","to-check",,"",,,,,0,,,,,
161846,"The Midwich Cuckoos","John Wyndham","Wyndham, John","",="0345299116",="9780345299116",0,"3.86","Ballantine Books","Mass Market Paperback","220",1958,1957,,2010/10/09,"to-check, science-fiction, maison","to-check (#214), science-fiction (#281), maison (#384)","to-check",,"",,,,,0,,,,,
1951843,"Rayons pour Sidar","Stefan Wul","Wul, Stefan","",="2207247600",="9782207247600",0,"3.17","Denoël","Mass Market Paperback","186",1998,1963,,2010/10/09,"to-check, science-fiction, maison","to-check (#213), science-fiction (#280), maison (#383)","to-check",,"",,,,,0,,,,,
2735090,"Oms En Série","Stefan Wul","Wul, Stefan","",="2070415600",="9782070415601",0,"3.75","Gallimard","Paperback","185",2000,1957,,2010/10/09,"to-check, science-fiction, maison","to-check (#212), science-fiction (#279), maison (#382)","to-check",,"",,,,,0,,,,,
2735093,"Odyssée Sous Contrôle","Stefan Wul","Wul, Stefan","",="2207505618",="9782207505618",0,"2.00",,,"",,1959,,2010/10/09,"to-check, science-fiction, maison","to-check (#211), science-fiction (#278), maison (#381)","to-check",,"",,,,,0,,,,,
2903042,"La mort vivante","Stefan Wul","Wul, Stefan","",="2207505782",="9782207505786",0,"3.00","Denoël","Mass Market Paperback","",1996,1996,,2010/10/09,"to-check, science-fiction, maison","to-check (#209), science-fiction (#277), maison (#380)","to-check",,"",,,,,0,,,,,
7738783,"Les Olympiades truquées","Joëlle Wintrebert","Wintrebert, Joëlle","",="2843440149",="9782843440144",4,"3.50","Bifrost/Etoiles vives",,"237",1998,1987,,2010/10/09,"science-fiction, maison","science-fiction (#276), maison (#181)","read",,"",,,,,0,,,,,
6667994,"Les maîtres-feu","Joëlle Wintrebert","Wintrebert, Joëlle","",="",="",0,"3.75","J'ai lu","Mass Market Paperback","224",1983,1983,,2010/10/09,"to-check, science-fiction, maison","to-check (#208), science-fiction (#275), maison (#379)","to-check",,"",,,,,0,,,,,
6536331,"Vice Versa","Robert Charles Wilson","Wilson, Robert Charles","",="2277232637",="9782277232636",0,"4.00","J'ai Lu","Mass Market Paperback","248",1992,1992,,2010/10/09,"to-check, science-fiction, maison","to-check (#207), science-fiction (#274), maison (#415)","to-check","","",,,,,0,,,,,
1661710,"Bios","Robert Charles Wilson","Wilson, Robert Charles","Gilles Goullet",="207041860X",="9782070418602",5,"3.26",,,"",,1999,,2010/10/09,"science-fiction, maison","science-fiction (#271), maison (#103)","read","","",,,,,0,,,,,
886131,"Metropolitan","Walter Jon Williams","Williams, Walter Jon","",="0061054410",="9780061054419",0,"3.83","HarperPrism","Mass Market Paperback","359",1996,1995,,2010/10/09,"to-check, science-fiction, maison","to-check (#206), science-fiction (#269), maison (#377)","to-check",,"",,,,,0,,,,,
898044,"La Légion De L'espace","Jack Williamson","Williamson, Jack","",="2277232629",="9782277232629",0,"3.39",,,"",,1934,,2010/10/09,"to-check, science-fiction, maison","to-check (#205), science-fiction (#267), maison (#376)","to-check",,"",,,,,0,,,,,
1337072,"L'Homme Invisible","H.G. Wells","Wells, H.G.","",="2010144236",="9782010144233",0,"3.51","Hachette","Unknown Binding","",,1897,,2010/10/09,"to-check, science-fiction, maison","to-check (#202), science-fiction (#264), maison (#373)","to-check",,"",,,,,0,,,,,
2735079,"En approchant de la fin","Andrew Weiner","Weiner, Andrew","",="2070419053",="9782070419050",3,"2.50","Gallimard","Mass Market Paperback","333",2002,2000,,2010/10/09,"science-fiction, maison","science-fiction (#262), maison (#179)","read",,"",,,,,0,,,,,
6192762,"Les Visiteurs du Miracle","Ian Watson","Watson, Ian","",="270210410X",="9782702104101",0,0.0,"Calmann-Lévy",,"257",1981,1981,,2010/10/09,"to-check, science-fiction, maison","to-check (#201), science-fiction (#260), maison (#372)","to-check",,"",,,,,0,,,,,
2220819,"L'oeil Du Fouinain","Roland C. Wagner","Wagner, Roland C.","",="2253072397",="9782253072393",0,"3.20",,,"",,,,2010/10/09,"to-check, science-fiction, maison","to-check (#200), science-fiction (#259), maison (#371)","to-check",,"",,,,,0,,,,,
2220818,"La Captive du temps perdu","Vernor Vinge","Vinge, Vernor","",="2253072281",="9782253072287",5,"3.98","Livre de Poche","Paperback","",2000,1986,,2010/10/09,"science-fiction, maison","science-fiction (#257), maison (#45)","read",,"",,,,,0,,,,,
519828,"Psion (Cat, #1)","Joan D. Vinge","Vinge, Joan D.","",="076530340X",="9780765303400",5,"3.94","Tor Books","Paperback","368",2007,1982,,2010/10/09,"science-fiction, maison","science-fiction (#255), maison (#54)","read",,"",,,,,0,,,,,
8078948,"Quand reviendra l'oiseau-nuage","Bernard Villaret","Villaret, Bernard","",="2226016929",="9782226016928",0,0.0,"A. Michel",,"213",1992,1992,,2010/10/09,"to-check, science-fiction, maison","to-check (#197), science-fiction (#254), maison (#368)","to-check",,"",,,,,0,,,,,
8645634,"Le Chant De La Coquille Kalasaï","Bernard Villaret","Villaret, Bernard","",="2207501701",="9782207501702",0,0.0,"Denoël",,"",1996,1996,,2010/10/09,"to-check, science-fiction, maison","to-check (#196), science-fiction (#253), maison (#367)","to-check",,"",,,,,0,,,,,
2153425,"Renaissance: L'Eté indien d'une paire de lunettes","A.E. van Vogt","Vogt, A.E. van","",="2277210579",="9782277210573",0,"3.29","J'ai lu","Paperback","188",1999,1979,,2010/10/09,"to-check, science-fiction, maison","to-check (#192), science-fiction (#249), maison (#363)","to-check",,"",,,,,0,,,,,
7019957,"Le Colosse Anarchique","A.E. van Vogt","Vogt, A.E. van","",="2277211729",="9782277211723",3,"3.22","J'ai lu","","",,1977,,2010/10/09,"science-fiction, maison","science-fiction (#248), maison (#178)","read",,"",,,,,0,,,,,
9481742,"Unknown Book 9481742","Unknown Author 743","743, Unknown Author","",="",="",4,"3.50",,,"",,,,2010/10/09,"science-fiction, maison","science-fiction (#244), maison (#138)","read","","",,,,,0,,,,,
6439232,"La cité entre les mondes","Francis Valéry","Valéry, Francis","",="2207249506",="9782207249505",0,0.0,"Denoël","Mass Market Paperback","355",2000,2000,,2010/10/09,"to-check, science-fiction, maison","to-check (#189), science-fiction (#243), maison (#360)","to-check",,"",,,,,0,,,,,
383380,"Schismatrice +","Bruce Sterling","Sterling, Bruce","Jean Bonnefoy, William Desmond",="207042331X",="9782070423316",3,"3.95",,,"",,1996,,2010/10/09,"science-fiction, maison","science-fiction (#238), maison (#176)","read",,"",,,,,0,,,,,
2749148,"Last and First Men","Olaf Stapledon","Stapledon, Olaf","",="0486466825",="9780486466828",0,"3.77","Dover Publications","Paperback","256",2008,1930,,2010/10/09,"to-check, science-fiction, maison","to-check (#186), science-fiction (#236), maison (#355)","to-check",,"",,,,,0,,,,,
6665530,"Jack Barron et l'éternité","Norman Spinrad","Spinrad, Norman","",="",="",0,"3.79","Robert Laffont","Paperback","367",1971,1968,,2010/10/09,"to-check, science-fiction, maison","to-check (#183), science-fiction (#233), maison (#352)","to-check",,"",,,,,0,,,,,
633189,"Deus Ex","Norman Spinrad","Spinrad, Norman","",="2207305368",="9782207305362",0,"3.50",,,"",,1992,,2010/10/09,"to-check, science-fiction, maison","to-check (#182), science-fiction (#232), maison (#351)","to-check",,"",,,,,0,,,,,
41150,"Les Fils Des Tenebres","Dan Simmons","Simmons, Dan","",="2253141208",="9782253141204",5,"3.55","Livre de Poche","Paperback","",2007,1992,,2010/10/09,"science-fiction, maison","science-fiction (#229), maison (#123)","read","","",,,,,0,,,,,
668733,"Visions D'antan Et Autres Nouvelles","Clifford D. Simak","Simak, Clifford D.","",="2290045136",="9782290045138",0,"3.50","Ed. J'ai lu",,"376",1997,1997,,2010/10/09,"to-check, science-fiction, maison","to-check (#180), science-fiction (#228), maison (#350)","to-check",,"",,,,,0,,,,,
1436437,"Mastodonia","Clifford D. Simak","Simak, Clifford D.","",="034527427X",="9780345274274",4,"3.35","Del Rey Books (NY)","Mass Market Paperback","233",1978,1978,,2010/10/09,"science-fiction, maison","science-fiction (#227), maison (#175)","read",,"",,,,,0,,,,,
9281587,"Les épaves de Tycho","Clifford D. Simak","Simak, Clifford D.","",="",="",0,"3.35","","Mass Market Paperback","224",1978,1960,,2010/10/09,"to-check, science-fiction, maison","to-check (#179), science-fiction (#225), maison (#349)","to-check",,"",,,,,0,,,,,
2393514,"Le principe du loup garou","Clifford D. Simak","Simak, Clifford D.","",="2207501116",="9782207501115",0,"3.58","Denoël","Poche","237",1989,1967,,2010/10/09,"to-check, science-fiction, maison","to-check (#177), science-fiction (#223), maison (#347)","to-check",,"",,,,,0,,,,,
2393530,"La croisade de l'idiot","Clifford D. Simak","Simak, Clifford D.","Élisabeth Gille",="2207300528",="9782207300527",0,"4.03","Denoël",,"254",1987,1960,,2010/10/09,"to-check, science-fiction, maison","to-check (#175), science-fiction (#221), maison (#345)","to-check",,"",,,,,0,,,,,
2393498,"Chaîne autour du soleil","Clifford D. Simak","Simak, Clifford D.","",="2277118141",="9782277118145",0,"3.72","",,"",,1952,,2010/10/09,"to-check, science-fiction, maison","to-check (#174), science-fiction (#219), maison (#344)","to-check",,"",,,,,0,,,,,
2393499,"A Chacun Ses Dieux","Clifford D. Simak","Simak, Clifford D.","",="2207247414",="9782207247419",0,"3.57",,,"",,1972,,2010/10/09,"to-check, science-fiction, maison","to-check (#173), science-fiction (#218), maison (#343)","to-check",,"",,,,,0,,,,,
873002,"Tom O'Bedlam","Robert Silverberg","Silverberg, Robert","",="1587541165",="9781587541162",0,"3.31","Olmstead Press","Paperback","260",2001,1985,,2010/10/09,"to-check, science-fiction, maison","to-check (#172), science-fiction (#217), maison (#342)","to-check",,"",,,,,0,,,,,
449351,"Starborne","Robert Silverberg","Silverberg, Robert","",="2277241091",="9782277241096",0,"3.40",,,"",,1996,,2010/10/09,"to-check, science-fiction, maison","to-check (#171), science-fiction (#216), maison (#341)","to-check",,"",,,,,0,,,,,
7200541,"Revivre Encore","Robert Silverberg","Silverberg, Robert","",="2266027557",="9782266027557",0,"5.00","Presses pocket",,"256",1988,1988,,2010/10/09,"to-check, science-fiction, maison","to-check (#170), science-fiction (#215), maison (#340)","to-check",,"",,,,,0,,,,,
7389111,"The Songs of Summer","Robert Silverberg","Silverberg, Robert","",="0330263153",="",0,"3.67","Pan Science Fiction","Paperback","173",1981,,,2010/10/09,"to-check, science-fiction, maison","to-check (#167), science-fiction (#212), maison (#337)","to-check",,"",,,,,0,,,,,
2373957,"L'appel des ténèbres (French collection)","Robert Silverberg","Silverberg, Robert","",="2207248895",="9782207248898",0,"3.67","","","",,1991,,2010/10/09,"to-check, science-fiction, maison","to-check (#164), science-fiction (#209), maison (#334)","to-check",,"",,,,,0,,,,,
9364898,"La Face Des Eaux","R. Silverberg","Silverberg, R.","",="2253071919",="9782253071914",3,"3.67","Livre de Poche","Paperback","",1997,1997,,2010/10/09,"science-fiction, maison","science-fiction (#207), maison (#111)","read","","",,,,,0,,,,,
7905821,"Ciel brûlant de minuit","Robert Silverberg","Silverberg, Robert","",="2221076753",="9782221076750",0,"3.20","Robert Laffont","Paperback","382",1995,1993,,2010/10/09,"to-check, science-fiction, maison","to-check (#163), science-fiction (#206), maison (#332)","to-check",,"",,,,,0,,,,,
9482436,"Échange Standard: Roman","Robert Sheckley","Sheckley, Robert","",="2253050059",="9782253050056",0,0.0,"Laffont",,"223",1973,1973,,2010/10/09,"to-check, science-fiction, maison","to-check (#160), science-fiction (#202), maison (#329)","to-check",,"",,,,,0,,,,,
46257,"Starplex","Robert J. Sawyer","Sawyer, Robert J.","",="0441003729",="9780441003723",5,"3.64","Ace","Paperback","289",1996,1996,,2010/10/09,"science-fiction, maison","science-fiction (#199), maison (#44)","read",,"",,,,,0,,,,,
2110651,"Expérience Terminale","Robert J. Sawyer","Sawyer, Robert J.","",="2290047031",="9782290047033",0,"3.67",,,"",,1995,,2010/10/09,"to-check, science-fiction, maison","to-check (#156), science-fiction (#197), maison (#325)","to-check",,"",,,,,0,,,,,
296078,"Le Moineau De Dieu","Mary Doria Russell","Russell, Mary Doria","Maria-Doria Russel",="2266088017",="9782266088015",0,"4.16",,,"",,1996,,2010/10/09,"to-check, science-fiction, maison","to-check (#153), science-fiction (#194), maison (#322)","to-check",,"",,,,,0,,,,,
1960500,"Les Menhirs De Glace","Kim Stanley Robinson","Robinson, Kim Stanley","",="2070313042",="9782070313044",3,"3.32","Gallimard",,"427",2003,1984,,2010/10/09,"science-fiction, maison","science-fiction (#193), maison (#94)","read","","",,,,,0,,,,,
5929920,"Le Pouvoir","Frank Robinson","Robinson, Frank","",="2070315460",="9782070315468",0,0.0,"Gallimard",,"301",2004,2004,,2010/10/09,"to-check, science-fiction, maison","to-check (#152), science-fiction (#192), maison (#409)","to-check","","",,,,,0,,,,,
7402523,"Le Lait De La Chimère","Robert Reed","Reed, Robert","",="2221067967",="9782221067963",0,"4.00","R. Laffont",,"312",1992,1992,,2010/10/09,"to-check, science-fiction, maison","to-check (#148), science-fiction (#187), maison (#318)","to-check",,"",,,,,0,,,,,
6224999,"La Voie Terrestre","Robert Reed","Reed, Robert","",="2221074483",="9782221074480",0,"3.00","R. Laffont",,"365",1994,1994,,2010/10/09,"to-check, science-fiction, maison","to-check (#147), science-fiction (#186), maison (#317)","to-check",,"",,,,,0,,,,,
3628902,"Béantes Portes Du Ciel","Robert Reed","Reed, Robert","",="2253072478",="9782253072478",4,"3.67",,,"",,1999,,2010/10/09,"science-fiction, maison","science-fiction (#185), maison (#114)","read","","",,,,,0,,,,,
597056,"Strate à Gemmes","Terry Pratchett","Pratchett, Terry","",="2266072889",="9782266072885",0,"3.34","Presses pocket","Mass Market Paperback","214",1997,1980,,2010/10/09,"to-check, fantaisie, maison","to-check (#146), fantaisie (#3), maison (#4)","to-check","","",,,,,1,,,"unspecified",,
549353,"Le Peuple Du Tapis","Terry Pratchett","Pratchett, Terry","",="2277302686",="9782277302681",0,"3.59","Flammarion",,"",1999,1971,,2010/10/09,"to-check, fantaisie, maison","to-check (#145), fantaisie (#2), maison (#6)","to-check",,"",,,,,1,,,"unspecified",,
3141038,"Le Poids De Son Regard","Tim Powers","Powers, Tim","",="2277228745",="9782277228745",0,"3.88",,,"",,1989,,2010/10/09,"to-check, science-fiction, maison","to-check (#143), science-fiction (#183), maison (#316)","to-check",,"",,,,,0,,,,,
496015,"Le Palais Du Déviant","Tim Powers","Powers, Tim","",="2277226106",="9782277226109",0,"3.47",,,"",,1985,,2010/10/09,"to-check, science-fiction, maison","to-check (#142), science-fiction (#182), maison (#315)","to-check",,"",,,,,0,,,,,
496006,"Date D'expiration","Tim Powers","Powers, Tim","",="2277241547",="9782277241546",0,"3.81",,,"",,1995,,2010/10/09,"to-check, science-fiction, maison","to-check (#141), science-fiction (#181), maison (#314)","to-check",,"",,,,,0,,,,,
2160548,"Starchild Trilogy","Kelli M. Gary","Gary, Kelli M.","Jack Williamson",="0671811053",="9780671811051",0,"3.61","Pocket Books (NY)","Mass Market Paperback","442",1977,1963,,2010/10/09,"to-check, science-fiction, maison","to-check (#139), science-fiction (#178), maison (#311)","to-check",,"",,,,,0,,,,,
9482343,"Les Recifs de L'espace","Frederik Pohl","Pohl, Frederik","",="2266005650",="9782266005654",0,0.0,"Presses Pocket",,"253",1978,1978,,2010/10/09,"to-check, science-fiction, maison","to-check (#138), science-fiction (#177), maison (#310)","to-check",,"",,,,,0,,,,,
373399,"Beyond the Blue Event Horizon (Heechee Saga, #2)","Frederik Pohl","Pohl, Frederik","",="0345446674",="9780345446671",0,"3.85","Ballantine Books","Paperback","336",2000,1980,,2010/10/09,"to-check, science-fiction, maison","to-check (#136), science-fiction (#175), maison (#308)","to-check",,"",,,,,0,,,,,
218427,"Gateway","Frederik Pohl","Pohl, Frederik","",="0345475836",="9780345475831",0,"4.02","Del Rey","Paperback","288",2004,1976,,2010/10/09,"to-check, science-fiction, maison","to-check (#135), science-fiction (#174), maison (#307)","to-check",,"",,,,,0,,,,,
968775,"Black Star Rising","Frederik Pohl","Pohl, Frederik","",="0345319036",="9780345319036",0,"3.28","Random House Inc. (NYC)","Hardcover","",1985,1985,,2010/10/09,"to-check, science-fiction, maison","to-check (#134), science-fiction (#173), maison (#306)","to-check",,"",,,,,0,,,,,
218579,"L'Arbre à rêves","James K. Morrow","Morrow, James K.","",="227722653X",="9782277226536",0,"3.93","J'ai lu","Paperback","315",1999,1984,,2010/10/09,"to-check, science-fiction, maison","to-check (#131), science-fiction (#168), maison (#302)","to-check",,"",,,,,0,,,,,
3942272,"La France Re&#X301;Sistante: Histoires Des He&#X301;Ros Ordinaires","Alain Vincenot","Vincenot, Alain","",="2845450893",="9782845450899",0,0.0,"Syrtes",,"574",2004,2004,,2010/10/09,"to-check, science-fiction, maison","to-check (#130), science-fiction (#167), maison (#301)","to-check",,"",,,,,0,,,,,
186819,"La Division Cassini (The Fall Revolution, #3)","Ken MacLeod","MacLeod, Ken","",="2290327271",="9782290327272",3,"3.88",,,"",,1998,,2010/10/09,"science-fiction, maison","science-fiction (#166), maison (#172)","read",,"",,,,,0,,,,,
4723095,"Le serpent du rêve","Vonda N. McIntyre","McIntyre, Vonda N.","",="2253071706",="9782253071709",0,"3.82","LGF","Mass Market Paperback","410",1995,1978,,2010/10/09,"to-check, science-fiction, maison","to-check (#129), science-fiction (#165), maison (#300)","to-check",,"",,,,,0,,,,,
6561132,"Necroville","Ian McDonald","McDonald, Ian","Horst Pukallus",="3453524373",="9783453524378",0,"3.70",,,"",,1994,,2010/10/09,"to-check, science-fiction, maison","to-check (#128), science-fiction (#164), maison (#299)","to-check",,"",,,,,0,,,,,
535326,"Les Machines De Dieu","Jack McDevitt","McDevitt, Jack","",="2841721612",="9782841721610",0,"3.75","L'Atalante",,"506",2001,1994,,2010/10/09,"science-fiction, to-check, maison","science-fiction (#163), to-check (#127), maison (#298)","to-check",,"",,,,,0,,,,,
1281228,"Deepsix","Jack McDevitt","McDevitt, Jack","",="2841722279",="9782841722273",0,"3.79","L'Atalante",,"537",2003,2000,,2010/10/09,"to-check, science-fiction, maison","to-check (#126), science-fiction (#162), maison (#420)","to-check","","",,,,,0,,,,,
2734839,"Unknown Book 2734839","Unknown Author 840","840, Unknown Author","",="",="",0,0.0,,,"",,,,2010/10/09,"to-check, science-fiction, maison","to-check (#122), science-fiction (#158), maison (#295)","to-check",,"",,,,,0,,,,,
2734838,"Unknown Book 2734838","Unknown Author 839","839, Unknown Author","",="",="",0,0.0,,,"",,,,2010/10/09,"to-check, science-fiction, maison","to-check (#121), science-fiction (#157), maison (#294)","to-check",,"",,,,,0,,,,,
428748,"Féerie","Paul J. McAuley","McAuley, Paul J.","",="2277260061",="9782277260066",0,"3.52",,,"",,1995,,2010/10/09,"to-check, science-fiction, maison","to-check (#120), science-fiction (#156), maison (#293)","to-check",,"",,,,,0,,,,,
3920475,"The Eye of the Queen ","Phillip Mann","Mann, Phillip","",="0575072385",="9780575072381",0,"3.25","Victor Gollancz",,"",2001,1982,,2010/10/09,"to-check, science-fiction, maison","to-check (#118), science-fiction (#154), maison (#291)","to-check",,"",,,,,0,,,,,
6909440,"La chute des familles","Phillip Mann","Mann, Phillip","",="2207304752",="9782207304754",0,"4.00","Denoël","Mass Market Paperback","380",1988,,,2010/10/09,"to-check, science-fiction, maison","to-check (#116), science-fiction (#152), maison (#289)","to-check",,"",,,,,0,,,,,
822533,"Un Homme Nommé Chaos","Jonathan Lethem","Lethem, Jonathan","",="2290045632",="9782290045633",0,"3.47","Éd. J'ai lu",,"",1997,1995,,2010/10/09,"to-check, science-fiction, maison","to-check (#114), science-fiction (#150), maison (#287)","to-check",,"",,,,,0,,,,,
4026798,"The Second Experiment","J.O. Jeppson","Jeppson, J.O.","",="0395195047",="9780395195048",0,"4.25","Houghton Mifflin Harcourt (HMH)","Mass Market Paperback","240",,,,2010/10/09,"to-check, science-fiction, maison","to-check (#113), science-fiction (#149), maison (#286)","to-check",,"",,,,,0,,,,,
525790,"Retour Des étoiles","Stanisław Lem","Lem, Stanisław","",="2207502880",="9782207502884",0,"3.93",,,"",,1961,,2010/10/09,"to-check, science-fiction, maison","to-check (#112), science-fiction (#147), maison (#285)","to-check",,"",,,,,0,,,,,
218709,"The Wanderer","Fritz Leiber","Leiber, Fritz","",="0575071125",="9780575071124",0,"3.35","Gollancz","Paperback","348",2001,1964,,2010/10/09,"to-check, science-fiction, maison","to-check (#111), science-fiction (#146), maison (#284)","to-check",,"",,,,,0,,,,,
6665345,"Demain les loups","Fritz Leiber","Leiber, Fritz","",="2266004964",="9782266004961",0,"3.77","Presses pocket","Mass Market Paperback","280",1978,1966,,2010/10/09,"to-check, science-fiction, maison","to-check (#110), science-fiction (#145), maison (#283)","to-check",,"",,,,,0,,,,,
6123545,"Aucune étoile aussi lointaine","Serge Lehman","Lehman, Serge","",="2290303194",="9782290303191",0,"4.29","J'ai lu","Mass Market Paperback","347",2001,2001,,2010/10/09,"to-check, science-fiction, maison","to-check (#109), science-fiction (#144), maison (#282)","to-check",,"",,,,,0,,,,,
2283538,"Le Monde de Rocannon","Ursula K. Le Guin","Guin, Ursula K. Le","",="2253072486",="9782253072485",0,"3.56","Livre de Poche","Paperback","190",2003,1966,,2010/10/09,"to-check, science-fiction, maison","to-check (#108), science-fiction (#143), maison (#281)","to-check",,"",,,,,0,,,,,
1549259,"The Ultimax Man","Keith Laumer","Laumer, Keith","",="067165652X",="9780671656522",0,"3.30","Baen Books","Mass Market Paperback","249",1987,1978,,2010/10/09,"to-check, science-fiction, maison","to-check (#107), science-fiction (#141), maison (#280)","to-check",,"",,,,,0,,,,,
9482249,"Gadget: La Troisième Force","Marc Laidlaw","Laidlaw, Marc","",="2290045926",="9782290045923",0,0.0,"Éd. J'ai lu",,"311",1997,1997,,2010/10/09,"to-check, science-fiction, maison","to-check (#106), science-fiction (#140), maison (#279)","to-check",,"",,,,,0,,,,,
9482239,"Exilé","Michael P Kube-McDowell","Kube-McDowell, Michael P","",="2277236896",="9782277236894",5,"5.00","Éd. J'ai lu",,"438",1994,1994,,2010/10/09,"science-fiction, maison","science-fiction (#139), maison (#43)","read",,"",,,,,0,,,,,
2220823,"Réalité Partagée","Nancy Kress","Kress, Nancy","",="2266117718",="9782266117715",4,"3.45","Pocket",,"446",2004,2000,,2010/10/09,"science-fiction, maison","science-fiction (#138), maison (#129)","read","","",,,,,0,,,,,
1189581,"La Derniere Porte","Dean Koontz","Koontz, Dean","",="2253112534",="9782253112532",5,"3.84","Livre de Poche","Paperback","",2005,2001,,2010/10/09,"fantastique, maison","fantastique (#2), maison (#459)","read","","",,,,,0,,,,,
2625517,"Des Fleurs Pour Algernon","Daniel Keyes","Keyes, Daniel","",="2081643022",="9782081643024",5,"3.88","Flammarion",,"440",1997,1959,,2010/10/09,"science-fiction, maison","science-fiction (#135), maison (#42)","read",,"",,,,,0,,,,,
8704,"Starship Titanic","Douglas Adams","Adams, Douglas","Terry Jones, Marie-Catherine Caillava",="2290053651",="9782290053652",0,"3.37","J'ai lu","Paperback","189",2001,1997,,2010/10/09,"to-check, science-fiction, maison","to-check (#103), science-fiction (#134), maison (#278)","to-check",,"",,,,,0,,,,,
2641834,"L'orbe Et La Roue","Michel Jeury","Jeury, Michel","",="2221010981",="9782221010983",4,"3.50",,,"270",,,,2010/10/09,"science-fiction, maison","science-fiction (#133), maison (#171)","read",,"",,,,,0,,,,,
2641823,"Le Jeu Du Monde","Michel Jeury","Jeury, Michel","",="2221048717",="9782221048719",4,"4.00",,,"261",,1990,,2010/10/09,"science-fiction, maison","science-fiction (#132), maison (#170)","read",,"",,,,,0,,,,,
